latitude,longitude,elevation,,,
12.875,79.375,146,,,
,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²)
2024-12-30T17:00,26.6,72,138,83,55
2024-12-30T18:00,25.1,78,7,2,5
2024-12-30T19:00,24.2,84,0,0,0
2024-12-30T20:00,23.5,88,0,0,0
2024-12-30T21:00,22.9,90,0,0,0
2024-12-30T22:00,22.5,91,0,0,0
2024-12-30T23:00,22.9,88,0,0,0
2024-12-31T00:00,22.6,88,0,0,0
2024-12-31T01:00,22.4,88,0,0,0
2024-12-31T02:00,22.2,89,0,0,0
2024-12-31T03:00,22,90,0,0,0
2024-12-31T04:00,21.8,92,0,0,0
2024-12-31T05:00,21.9,93,0,0,0
2024-12-31T06:00,21.7,93,0,0,0
2024-12-31T07:00,22.3,92,50,18,32
2024-12-31T08:00,24,85,229,125,104
2024-12-31T09:00,25.2,78,398,248,150
2024-12-31T10:00,26.4,72,532,340,192
2024-12-31T11:00,27.7,67,702,476,226
2024-12-31T12:00,28.5,61,740,527,213
2024-12-31T13:00,28.9,58,741,529,212
2024-12-31T14:00,28.8,58,639,428,211
2024-12-31T15:00,28.2,61,510,342,168
2024-12-31T16:00,27.3,66,331,222,109
2024-12-31T17:00,26.4,74,135,69,66
2024-12-31T18:00,25.1,80,7,2,5
2024-12-31T19:00,24.3,84,0,0,0
2024-12-31T20:00,23.7,88,0,0,0
2024-12-31T21:00,23.1,90,0,0,0
2024-12-31T22:00,22.5,91,0,0,0
2024-12-31T23:00,22.6,90,0,0,0
